ticker,issuer,trade_date,filing_date,entry_day,exit_day,ret_3m,ew_3m,excess_3m,value,n_insiders,accession
RCL,ROYAL CARIBBEAN CRUISES LTD,2018-12-13,2018-12-13,2018-12-14,2019-03-14,0.1350,0.0812,0.0538,1995840,1,0001567619-18-007902
PVH,PVH CORP. /DE/,2018-12-14,2018-12-18,2018-12-19,2019-03-19,0.2031,0.1292,0.0739,955100,1,0001243776-18-000006
PWR,QUANTA SERVICES INC,2018-12-18,2018-12-19,2018-12-20,2019-03-20,0.2881,0.1443,0.1438,249252,1,0001050915-18-000069
D,DOMINION ENERGY INC /VA/,2018-12-19,2018-12-20,2018-12-21,2019-03-21,0.0066,0.1547,-0.1481,299998,1,0001225208-18-016972
SCHW,SCHWAB CHARLES CORP,2018-12-24,2018-12-27,2018-12-28,2019-03-28,0.0190,0.1430,-0.1240,4837943,1,0001225208-18-017049
CCL,CARNIVAL CORP,2018-12-26,2018-12-28,2018-12-31,2019-04-01,0.0519,0.1591,-0.1073,1002654,1,0001127602-18-037485
FTI,TechnipFMC plc,2018-12-31,2019-01-03,2019-01-04,2019-04-04,0.1701,0.1927,-0.0227,960000,1,0001681459-19-000002
MDT,Medtronic plc,2019-01-09,2019-01-09,2019-01-10,2019-04-10,0.0638,0.1256,-0.0619,1008600,1,0001127602-19-001695
HIG,HARTFORD FINANCIAL SERVICES GROUP INC/DE,2019-01-10,2019-01-11,2019-01-14,2019-04-15,0.1654,0.1324,0.0330,499528,1,0001225208-19-000808
ZBH,"ZIMMER BIOMET HOLDINGS, INC.",2019-02-07,2019-02-08,2019-02-11,2019-05-13,-0.0097,0.0562,-0.0658,249936,1,0000911916-19-000026
MAT,MATTEL INC /DE/,2019-02-22,2019-02-25,2019-02-26,2019-05-28,-0.2302,-0.0014,-0.2289,279000,1,0001523711-19-000016
WTW,WEIGHT WATCHERS INTERNATIONAL INC,2019-03-01,2019-03-04,2019-03-05,2019-06-05,-0.0270,0.0024,-0.0294,260400,1,0001209191-19-015511
COR,AMERISOURCEBERGEN CORP,2019-03-06,2019-03-06,2019-03-07,2019-06-07,0.0902,0.0265,0.0637,155040,1,0001127602-19-010298
LUMN,"CENTURYLINK, INC",2019-03-06,2019-03-06,2019-03-07,2019-06-07,-0.0649,0.0265,-0.0915,991020,1,0001209191-19-017427
NOC,NORTHROP GRUMMAN CORP /DE/,2017-10-16,2019-03-08,2019-03-11,2019-06-11,0.1412,0.0484,0.0928,19770,1,0001225208-19-004964
ADM,ARCHER DANIELS MIDLAND CO,2019-04-29,2019-04-29,2019-04-30,2019-07-30,-0.0527,0.0295,-0.0821,256560,1,0001225208-19-007258
BIIB,BIOGEN INC.,2019-05-01,2019-05-02,2019-05-03,2019-08-05,0.0326,0.0060,0.0265,1007169,1,0001127602-19-016956
UNH,UNITEDHEALTH GROUP INC,2019-05-03,2019-05-06,2019-05-07,2019-08-07,0.0342,-0.0150,0.0492,4635800,1,0001209191-19-027605
MAC,MACERICH CO,2019-05-08,2019-05-09,2019-05-10,2019-08-12,-0.2449,0.0148,-0.2597,409900,1,0001209191-19-028421
MOS,MOSAIC CO,2019-05-08,2019-05-09,2019-05-10,2019-08-12,-0.0544,0.0148,-0.0691,240300,1,0001243786-19-000049
AMG,"AFFILIATED MANAGERS GROUP, INC.",2019-05-10,2019-05-13,2019-05-14,2019-08-14,-0.1513,0.0344,-0.1857,1025090,1,0001410578-19-000248
CHRW,C H ROBINSON WORLDWIDE INC,2019-05-09,2019-05-13,2019-05-14,2019-08-14,0.0467,0.0344,0.0124,99982,1,0001209191-19-029331
COTY,COTY INC.,2019-05-10,2019-05-14,2019-05-15,2019-08-15,-0.2107,-0.0059,-0.2049,7545374,1,0001024305-19-000058
FLR,FLUOR CORP,2019-05-13,2019-05-14,2019-05-15,2019-08-15,-0.4010,-0.0059,-0.3951,501870,1,0001209191-19-029573
HBAN,HUNTINGTON BANCSHARES INC/MD,2019-05-17,2019-05-20,2019-05-21,2019-08-21,-0.0196,0.0163,-0.0359,239940,1,0001225208-19-008220
M,"Macy's, Inc.",2019-05-17,2019-05-21,2019-05-22,2019-08-22,-0.2675,0.0139,-0.2815,109785,1,0000794367-19-000064
LUMN,"CENTURYLINK, INC",2019-05-23,2019-05-23,2019-05-24,2019-08-26,0.1766,0.0042,0.1724,491500,1,0001209191-19-032413
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2019-05-23,2019-05-24,2019-05-28,2019-08-28,-0.0345,0.0058,-0.0404,1160710,1,0001209191-19-032631
LOW,LOWES COMPANIES INC,2019-05-24,2019-05-29,2019-05-30,2019-08-30,0.2132,0.0463,0.1670,950500,1,0000060667-19-000078
JBHT,HUNT J B TRANSPORT SERVICES INC,2019-05-28,2019-05-30,2019-05-31,2019-09-03,0.2670,0.0470,0.2200,199967,1,0001562180-19-003175
WBD,"Discovery, Inc.",2019-05-28,2019-05-30,2019-05-31,2019-09-03,0.0055,0.0470,-0.0415,1001969,1,0001209191-19-033462
XRAY,DENTSPLY SIRONA Inc.,2019-05-29,2019-05-30,2019-05-31,2019-09-03,-0.0285,0.0470,-0.0755,536800,1,0001127602-19-020236
HSY,HERSHEY CO,2019-05-31,2019-05-31,2019-06-03,2019-09-03,0.2071,0.0593,0.1478,129140,1,0001127602-19-020276
CPRI,Capri Holdings Ltd,2019-05-31,2019-06-03,2019-06-04,2019-09-04,-0.2464,0.0455,-0.2919,20032034,1,0001530721-19-000026
AAL,American Airlines Group Inc.,2019-06-04,2019-06-04,2019-06-05,2019-09-05,-0.0744,0.0338,-0.1082,1404500,1,0001225208-19-008796
LLY,LILLY ELI & CO,2019-06-05,2019-06-05,2019-06-06,2019-09-06,-0.0178,0.0408,-0.0587,50281,1,0000059478-19-000201
FCX,FREEPORT-MCMORAN INC,2019-06-06,2019-06-06,2019-06-07,2019-09-09,-0.0791,0.0387,-0.1178,1744080,1,0001209191-19-035308
WY,WEYERHAEUSER CO,2019-06-06,2019-06-07,2019-06-10,2019-09-10,0.1362,0.0370,0.0991,119641,1,0001225208-19-009008
OXY,OCCIDENTAL PETROLEUM CORP /DE/,2019-06-10,2019-06-10,2019-06-11,2019-09-11,-0.0277,0.0385,-0.0662,1803699,1,0001567619-19-013187
CCL,CARNIVAL CORP,2019-06-25,2019-06-27,2019-06-28,2019-09-30,-0.0371,0.0199,-0.0570,997258,1,0001127602-19-022875
LLY,LILLY ELI & CO,2019-07-15,2019-07-15,2019-07-16,2019-10-16,0.0073,-0.0052,0.0125,20067,1,0000059478-19-000218
DXC,DXC Technology Co,2019-07-18,2019-07-19,2019-07-22,2019-10-22,-0.5090,0.0141,-0.5231,234379,1,0001688568-19-000077
APD,AIR PRODUCTS & CHEMICALS INC /DE/,2019-07-26,2019-07-26,2019-07-29,2019-10-29,-0.0772,0.0087,-0.0859,4543200,1,0001225208-19-010527
ADM,Archer-Daniels-Midland Co,2019-08-06,2019-08-06,2019-08-07,2019-11-07,0.1810,0.0741,0.1069,124916,1,0001225208-19-010872
ALGN,ALIGN TECHNOLOGY INC,2019-08-02,2019-08-06,2019-08-07,2019-11-07,0.3857,0.0741,0.3116,998151,1,0001233163-19-000002
WMB,"WILLIAMS COMPANIES, INC.",2019-08-07,2019-08-07,2019-08-08,2019-11-08,-0.0521,0.0743,-0.1264,232400,1,0001209191-19-044949
MAC,MACERICH CO,2019-08-08,2019-08-09,2019-08-12,2019-11-12,-0.0502,0.0638,-0.1140,154500,1,0001209191-19-045282
FANG,"Diamondback Energy, Inc.",2019-08-09,2019-08-12,2019-08-13,2019-11-13,-0.2017,0.0788,-0.2804,399972,1,0001539838-19-000097
GE,GENERAL ELECTRIC CO,2019-08-12,2019-08-13,2019-08-14,2019-11-14,0.2113,0.0650,0.1463,2998423,1,0001231205-19-000160
CPRI,Capri Holdings Ltd,2019-08-15,2019-08-15,2019-08-16,2019-11-18,0.3259,0.1073,0.2186,9975719,1,0001530721-19-000070
OXY,OCCIDENTAL PETROLEUM CORP /DE/,2019-08-14,2019-08-15,2019-08-16,2019-11-18,-0.0972,0.1073,-0.2044,108175,1,0001567619-19-017135
BKR,Baker Hughes a GE Co,2019-08-15,2019-08-16,2019-08-19,2019-11-19,0.0388,0.0897,-0.0510,309150,1,0001701605-19-000069
LYB,LyondellBasell Industries N.V.,2019-08-23,2019-08-26,2019-08-27,2019-11-27,0.3455,0.1037,0.2418,498887,1,0001562180-19-004486
INTC,INTEL CORP,2019-08-28,2019-08-29,2019-08-30,2019-12-02,0.2462,0.0850,0.1613,498953,1,0001127602-19-027597
PVH,PVH CORP. /DE/,2019-09-03,2019-09-03,2019-09-04,2019-12-04,0.1918,0.0718,0.1200,9985293,1,0001243776-19-000005
STT,STATE STREET CORP,2019-08-29,2019-09-03,2019-09-04,2019-12-04,0.4816,0.0718,0.4098,353010,1,0000093751-19-000567
COTY,COTY INC.,2019-08-30,2019-09-04,2019-09-05,2019-12-05,0.1990,0.0677,0.1313,2499480,1,0001024305-19-000102
CI,Cigna Corp,2019-09-09,2019-09-09,2019-09-10,2019-12-10,0.2050,0.0528,0.1522,5044422,1,0001225208-19-012228
PRU,PRUDENTIAL FINANCIAL INC,2019-09-09,2019-09-10,2019-09-11,2019-12-11,0.0666,0.0459,0.0207,627600,1,0001127602-19-028138
CHD,CHURCH & DWIGHT CO INC /DE/,2019-09-16,2019-09-16,2019-09-17,2019-12-17,-0.0555,0.0534,-0.1089,499240,1,0001127602-19-028384
ULTA,"Ulta Beauty, Inc.",2019-09-26,2019-09-27,2019-09-30,2019-12-30,0.0309,0.0815,-0.0505,308321,1,0001567619-19-018807
LLY,LILLY ELI & CO,2019-10-25,2019-10-25,2019-10-28,2020-01-28,0.2610,0.0550,0.2060,500174,1,0000059478-19-000282
CHRW,"C. H. ROBINSON WORLDWIDE, INC.",2019-11-01,2019-11-05,2019-11-06,2020-02-06,-0.0403,0.0635,-0.1038,49975,1,0001209191-19-055290
CTVA,"Corteva, Inc.",2019-11-04,2019-11-06,2019-11-07,2020-02-07,0.1926,0.0631,0.1295,100159,1,0001209191-19-055544
MCD,MCDONALDS CORP,2019-11-06,2019-11-06,2019-11-07,2020-02-07,0.0930,0.0631,0.0299,500030,1,0001567619-19-020520
DOC,Physicians Realty Trust,2019-11-11,2019-11-12,2019-11-13,2020-02-13,0.0953,0.0714,0.0238,75488,1,0001574540-19-000136
NOW,"ServiceNow, Inc.",2019-11-25,2019-11-26,2019-11-27,2020-02-27,0.1581,-0.0327,0.1907,1004148,1,0001373715-19-000313
ED,CONSOLIDATED EDISON INC,2019-12-31,2020-01-07,2020-01-08,2020-04-08,-0.0673,-0.2423,0.1749,10105,1,0001047862-20-000008
JPM,JPMORGAN CHASE & CO,2020-01-15,2020-01-17,2020-01-21,2020-04-21,-0.3473,-0.2257,-0.1216,5100000,1,0001225208-20-000906
ELV,"Anthem, Inc.",2020-01-30,2020-01-31,2020-02-03,2020-05-04,0.0109,-0.1769,0.1877,2004152,1,0001127602-20-002815
CHRW,"C. H. ROBINSON WORLDWIDE, INC.",2020-02-04,2020-02-06,2020-02-07,2020-05-07,-0.0271,-0.2124,0.1853,24860,1,0001209191-20-007164
XOM,EXXON MOBIL CORP,2020-02-10,2020-02-11,2020-02-12,2020-05-12,-0.2452,-0.1876,-0.0576,171094,1,0001127602-20-004981
TSCO,TRACTOR SUPPLY CO /DE/,2020-02-14,2020-02-18,2020-02-19,2020-05-19,0.1135,-0.1778,0.2913,125212,1,0000916365-20-000047
BKR,Baker Hughes Co,2020-02-24,2020-02-24,2020-02-25,2020-05-26,-0.1958,-0.1451,-0.0507,299522,1,0001701605-20-000020
MDT,Medtronic plc,2020-02-20,2020-02-24,2020-02-25,2020-05-26,-0.1202,-0.1451,0.0250,997087,1,0001127602-20-007086
HBAN,HUNTINGTON BANCSHARES INC/MD,2020-02-26,2020-02-27,2020-02-28,2020-05-28,-0.1947,-0.0153,-0.1794,244125,1,0001225208-20-003689
KMI,"KINDER MORGAN, INC.",2020-02-28,2020-02-28,2020-03-02,2020-06-02,-0.1659,-0.0020,-0.1638,93050,1,0001506307-20-000030
VZ,VERIZON COMMUNICATIONS INC,2020-02-28,2020-03-03,2020-03-04,2020-06-04,0.0131,0.0251,-0.0120,1007321,1,0001611593-20-000042
FCX,FREEPORT-MCMORAN INC,2020-03-05,2020-03-09,2020-03-10,2020-06-10,0.2762,0.1928,0.0835,2505000,1,0001209191-20-017113
LIN,LINDE PLC,2020-03-09,2020-03-09,2020-03-10,2020-06-10,0.2327,0.1928,0.0400,527790,1,0001707925-20-000031
LNC,LINCOLN NATIONAL CORP,2020-03-06,2020-03-09,2020-03-10,2020-06-10,0.3375,0.1928,0.1448,992029,1,0001214659-20-002403
MOS,MOSAIC CO,2020-03-09,2020-03-09,2020-03-10,2020-06-10,0.1379,0.1928,-0.0549,201450,1,0001243786-20-000024
NWL,NEWELL BRANDS INC.,2020-03-05,2020-03-09,2020-03-10,2020-06-10,0.1853,0.1928,-0.0075,508200,1,0000814453-20-000086
LOW,LOWES COMPANIES INC,2020-03-06,2020-03-10,2020-03-11,2020-06-11,0.2755,0.1131,0.1624,1038600,1,0000060667-20-000031
WMB,"WILLIAMS COMPANIES, INC.",2020-03-09,2020-03-10,2020-03-11,2020-06-11,0.2299,0.1131,0.1168,195910,1,0001209191-20-017900
FANG,"Diamondback Energy, Inc.",2020-03-10,2020-03-11,2020-03-12,2020-06-12,1.0373,0.0995,0.9378,486946,1,0001539838-20-000041
LYB,LyondellBasell Industries N.V.,2020-03-09,2020-03-11,2020-03-12,2020-06-12,0.4238,0.0995,0.3244,473890,1,0001562180-20-002394
DINO,HollyFrontier Corp,2020-03-11,2020-03-12,2020-03-13,2020-06-15,0.4176,0.2552,0.1624,414900,1,0001209191-20-018630
LUMN,"CENTURYLINK, INC",2020-03-12,2020-03-12,2020-03-13,2020-06-15,-0.0023,0.2552,-0.2576,270000,1,0001209191-20-018627
LYV,"Live Nation Entertainment, Inc.",2020-03-12,2020-03-12,2020-03-13,2020-06-15,0.1172,0.2552,-0.1381,999837,1,0001335258-20-000047
OKE,ONEOK INC /NEW/,2020-03-10,2020-03-12,2020-03-13,2020-06-15,0.0785,0.2552,-0.1767,997983,1,0001043333-20-000010
DOC,Physicians Realty Trust,2020-03-13,2020-03-13,2020-03-16,2020-06-16,0.1405,0.1699,-0.0294,99477,1,0001574540-20-000081
AMCR,Amcor plc,2020-03-16,2020-03-16,2020-03-17,2020-06-17,0.6992,0.3684,0.3309,532000,1,0001179110-20-003719
DOW,DOW INC.,2020-03-13,2020-03-16,2020-03-17,2020-06-17,0.6932,0.3684,0.3248,492200,1,0001225208-20-005125
FAST,FASTENAL CO,2020-03-12,2020-03-16,2020-03-17,2020-06-17,0.3074,0.3684,-0.0610,47250,1,0001179110-20-003705
WFC,WELLS FARGO & COMPANY/MN,2020-03-13,2020-03-16,2020-03-17,2020-06-17,0.0524,0.3684,-0.3159,4963370,1,0001127602-20-010727
SPG,SIMON PROPERTY GROUP INC /DE/,2020-03-17,2020-03-17,2020-03-18,2020-06-18,0.2846,0.2915,-0.0070,9124500,1,0001179110-20-003851
NOV,NATIONAL OILWELL VARCO INC,2020-03-16,2020-03-18,2020-03-19,2020-06-19,0.4780,0.4010,0.0770,171780,1,0000899243-20-008930
AES,AES CORP,2020-03-19,2020-03-20,2020-03-23,2020-06-23,0.1914,0.4184,-0.2271,90468,1,0001127602-20-011572
MGM,MGM Resorts International,2020-03-30,2020-03-31,2020-04-01,2020-07-01,0.5397,0.2298,0.3099,496260,1,0001127602-20-012211
SLB,SCHLUMBERGER LIMITED/NV,2020-03-31,2020-04-01,2020-04-02,2020-07-02,0.3973,0.2983,0.0990,137700,1,0001127602-20-012396
ED,CONSOLIDATED EDISON INC,2020-03-31,2020-04-07,2020-04-08,2020-07-08,-0.0883,0.1873,-0.2757,10511,1,0001047862-20-000080
DRI,DARDEN RESTAURANTS INC,2020-04-23,2020-04-23,2020-04-24,2020-07-24,0.1241,0.1993,-0.0752,1499998,1,0001225208-20-006668
ITW,ILLINOIS TOOL WORKS INC,2020-05-06,2020-05-08,2020-05-11,2020-08-11,0.2427,0.1645,0.0782,998046,1,0001307581-20-000002
ZBH,"ZIMMER BIOMET HOLDINGS, INC.",2020-05-13,2020-05-13,2020-05-14,2020-08-14,0.2587,0.2459,0.0128,113000,1,0000911916-20-000109
HOG,"HARLEY-DAVIDSON, INC.",2020-05-13,2020-05-15,2020-05-18,2020-08-18,0.3599,0.2278,0.1321,256770,1,0001225208-20-007811
CARR,Carrier Global Corp,2020-05-18,2020-05-19,2020-05-20,2020-08-20,0.6039,0.1692,0.4347,1004771,1,0001225208-20-008007
CTVA,"Corteva, Inc.",2020-05-15,2020-05-19,2020-05-20,2020-08-20,0.1503,0.1692,-0.0189,69600,1,0001209191-20-030524
HWM,Arconic Corp,2020-05-20,2020-05-22,2020-05-26,2020-08-26,0.3265,0.1630,0.1635,198800,1,0001790982-20-000138
UPS,UNITED PARCEL SERVICE INC,2020-05-29,2020-06-02,2020-06-03,2020-09-03,0.5917,0.1148,0.4769,1003233,1,0001225208-20-008449
HPQ,HP INC,2020-06-02,2020-06-04,2020-06-05,2020-09-08,0.1181,0.0542,0.0639,207360,1,0001562180-20-004284
AAP,ADVANCE AUTO PARTS INC,2020-06-15,2020-06-16,2020-06-17,2020-09-17,0.0621,0.0697,-0.0076,991707,1,0001158449-20-000171
FANG,"Diamondback Energy, Inc.",2020-06-19,2020-06-23,2020-06-24,2020-09-24,-0.3379,0.0265,-0.3644,84456,1,0001539838-20-000087
ED,CONSOLIDATED EDISON INC,2020-06-24,2020-06-25,2020-06-26,2020-09-28,0.0868,0.0671,0.0197,143300,1,0001047862-20-000130
COO,"COOPER COMPANIES, INC.",2020-07-08,2020-07-08,2020-07-09,2020-10-09,0.2704,0.1217,0.1487,278230,1,0001562180-20-005082
INTC,INTEL CORP,2020-07-24,2020-07-28,2020-07-29,2020-10-29,-0.1000,0.0130,-0.1130,401050,1,0001127602-20-022178
SO,SOUTHERN CO,2020-08-12,2020-08-14,2020-08-17,2020-11-17,0.2005,0.1217,0.0788,99654,1,0001209191-20-046810
BKR,Baker Hughes Co,2020-09-02,2020-09-02,2020-09-03,2020-12-03,0.3814,0.1071,0.2744,1006403,1,0001701605-20-000079
IVZ,Invesco Ltd.,2020-09-01,2020-09-02,2020-09-03,2020-12-03,0.5333,0.1071,0.4263,3001237,1,0001209191-20-049105
HRB,H&R BLOCK INC,2020-09-03,2020-09-08,2020-09-09,2020-12-09,0.0674,0.1797,-0.1123,197776,1,0001225208-20-011360
CI,Cigna Corp,2020-09-11,2020-09-15,2020-09-16,2020-12-16,0.2154,0.1547,0.0607,168770,1,0001225208-20-011598
SLB,SCHLUMBERGER LIMITED/NV,2020-09-14,2020-09-15,2020-09-16,2020-12-16,0.2437,0.1547,0.0890,448750,1,0001127602-20-025107
HIG,"HARTFORD FINANCIAL SERVICES GROUP, INC.",2020-09-23,2020-09-25,2020-09-28,2020-12-28,0.3374,0.1962,0.1411,250960,1,0001225208-20-011830
CSX,CSX CORP,2020-07-01,2020-10-02,2020-10-05,2021-01-05,0.1373,0.1621,-0.0248,15828,1,0001209191-20-053244
ED,CONSOLIDATED EDISON INC,2020-09-30,2020-10-07,2020-10-08,2021-01-08,-0.1254,0.1809,-0.3063,10839,1,0001047862-20-000201
CBOE,"Cboe Global Markets, Inc.",2020-09-14,2020-10-21,2020-10-22,2021-01-22,0.1990,0.1859,0.0131,894200,1,0001179110-20-010625
INTC,INTEL CORP,2020-10-28,2020-10-29,2020-10-30,2021-02-01,0.2779,0.1854,0.0925,360624,1,0001127602-20-027643
RTX,RAYTHEON TECHNOLOGIES CORP,2020-10-28,2020-10-30,2020-11-02,2021-02-02,0.2304,0.2029,0.0274,3015100,1,0001225208-20-012818
BIIB,BIOGEN INC.,2020-11-30,2020-12-01,2020-12-02,2021-03-02,0.1058,0.1057,0.0001,748061,1,0001127602-20-030238
NVDA,NVIDIA CORP,2020-12-03,2020-12-07,2020-12-08,2021-03-08,-0.0835,0.0848,-0.1684,107389,1,0001045810-20-000197
NTAP,"NetApp, Inc.",2020-12-17,2020-12-21,2020-12-22,2021-03-22,0.0749,0.1196,-0.0446,958350,1,0001614094-20-000079
ED,CONSOLIDATED EDISON INC,2020-12-31,2021-01-07,2021-01-08,2021-04-08,0.0864,0.1067,-0.0203,11010,1,0001047862-21-000012
INTC,INTEL CORP,2021-01-25,2021-01-27,2021-01-28,2021-04-28,0.0562,0.1709,-0.1147,1514008,1,0001127602-21-002713
MTD,METTLER TOLEDO INTERNATIONAL INC/,2021-02-17,2021-02-19,2021-02-22,2021-05-24,0.1146,0.1084,0.0062,58500,1,0001515622-21-000014
INCY,INCYTE CORP,2021-02-23,2021-02-23,2021-02-24,2021-05-24,0.0478,0.1040,-0.0561,1000007,1,0001209191-21-013261
HWM,Arconic Corp,2021-02-26,2021-03-01,2021-03-02,2021-06-02,0.2353,0.1137,0.1216,111250,1,0000004281-21-000054
SLG,SL GREEN REALTY CORP,2021-02-25,2021-03-01,2021-03-02,2021-06-02,0.1728,0.1137,0.0591,489888,1,0001179110-21-002494
WBD,"Discovery, Inc.",2021-03-02,2021-03-03,2021-03-04,2021-06-04,-0.4870,0.1245,-0.6115,1940000,1,0001437107-21-000049
D,"DOMINION ENERGY, INC",2021-03-03,2021-03-04,2021-03-05,2021-06-07,0.1253,0.1464,-0.0212,1000070,1,0001225208-21-004673
EVRG,"Evergy, Inc.",2021-03-03,2021-03-04,2021-03-05,2021-06-07,0.1618,0.1464,0.0153,529200,1,0001127602-21-009327
WEC,"WEC ENERGY GROUP, INC.",2021-03-03,2021-03-05,2021-03-08,2021-06-08,0.1071,0.1184,-0.0113,81500,1,0000107815-21-000089
POOL,POOL CORP,2021-03-05,2021-03-09,2021-03-10,2021-06-10,0.2736,0.1048,0.1689,158015,1,0000945841-21-000054
ED,CONSOLIDATED EDISON INC,2021-03-31,2021-04-07,2021-04-08,2021-07-08,-0.0208,0.0548,-0.0755,11309,1,0001047862-21-000090
ROK,"ROCKWELL AUTOMATION, INC",2021-05-03,2021-05-04,2021-05-05,2021-08-05,0.1953,0.0263,0.1690,131055,1,0001246360-21-000695
WY,WEYERHAEUSER CO,2021-05-05,2021-05-06,2021-05-07,2021-08-09,-0.1222,0.0316,-0.1538,385600,1,0001209191-21-030636
DINO,HollyFrontier Corp,2021-05-07,2021-05-07,2021-05-10,2021-08-10,-0.1956,0.0185,-0.2141,262350,1,0001209191-21-030799
CNP,CENTERPOINT ENERGY INC,2021-05-11,2021-05-12,2021-05-13,2021-08-13,0.1470,0.0698,0.0771,240600,1,0001209191-21-031951
POOL,POOL CORP,2021-05-19,2021-05-20,2021-05-21,2021-08-23,0.1273,0.0313,0.0960,199624,1,0000945841-21-000103
T,AT&T INC.,2021-05-19,2021-05-21,2021-05-24,2021-08-24,-0.0615,0.0380,-0.0995,997229,1,0001127602-21-017803
ED,CONSOLIDATED EDISON INC,2021-06-30,2021-07-07,2021-07-08,2021-10-08,0.0220,0.0148,0.0072,11495,1,0001047862-21-000183
ADM,Archer-Daniels-Midland Co,2021-07-29,2021-07-29,2021-07-30,2021-11-01,0.0857,0.0317,0.0540,999677,1,0001225208-21-010929
NWL,NEWELL BRANDS INC.,2021-08-02,2021-08-04,2021-08-05,2021-11-05,-0.0340,0.0543,-0.0883,12470,1,0000814453-21-000130
GPN,GLOBAL PAYMENTS INC,2021-08-05,2021-08-09,2021-08-10,2021-11-10,-0.2344,0.0533,-0.2878,500437,1,0001127602-21-023300
VRTX,VERTEX PHARMACEUTICALS INC / MA,2021-08-19,2021-08-23,2021-08-24,2021-11-24,-0.0581,0.0431,-0.1012,1956492,1,0001209191-21-052881
FMC,FMC CORP,2021-08-24,2021-08-25,2021-08-26,2021-11-26,0.0924,0.0323,0.0602,99625,1,0001127602-21-024309
TDG,TransDigm Group INC,2021-09-07,2021-09-09,2021-09-10,2021-12-10,0.0166,0.0302,-0.0136,502513,1,0001209191-21-055241
EVRG,"Evergy, Inc.",2021-09-23,2021-09-23,2021-09-24,2021-12-27,0.0480,0.0498,-0.0018,499731,1,0001127602-21-025719
ED,CONSOLIDATED EDISON INC,2021-09-30,2021-10-06,2021-10-07,2022-01-07,0.1495,0.0743,0.0751,11686,1,0001047862-21-000238
TFC,TRUIST FINANCIAL CORP,2021-10-18,2021-10-20,2021-10-21,2022-01-21,-0.0064,-0.0105,0.0041,4143950,1,0001664272-21-000190
INTC,INTEL CORP,2021-10-25,2021-10-26,2021-10-27,2022-01-27,0.0373,-0.0391,0.0764,499400,1,0001127602-21-027635
DOW,DOW INC.,2021-10-29,2021-11-02,2021-11-03,2022-02-03,0.0644,-0.0043,0.0687,280150,1,0001751788-21-000133
CME,CME GROUP INC.,2021-11-04,2021-11-05,2021-11-08,2022-02-08,0.1006,-0.0316,0.1322,352341,1,0001156375-21-000169
D,"DOMINION ENERGY, INC",2021-11-10,2021-11-10,2021-11-11,2022-02-11,0.0510,-0.0170,0.0679,250015,1,0001225208-21-013772
FISV,FISERV INC,2021-11-23,2021-11-23,2021-11-24,2022-02-24,-0.0666,-0.0687,0.0021,998679,1,0001209191-21-066634
XOM,EXXON MOBIL CORP,2021-11-26,2021-11-30,2021-12-01,2022-03-01,0.3078,0.0039,0.3039,19620,1,0001127602-21-029867
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,2021-11-30,2021-12-02,2021-12-03,2022-03-03,0.0226,-0.0035,0.0261,1008260,1,0001209191-21-067516
XRAY,DENTSPLY SIRONA Inc.,2021-12-01,2021-12-02,2021-12-03,2022-03-03,0.0447,-0.0035,0.0482,995600,1,0001127602-21-030042
ED,CONSOLIDATED EDISON INC,2021-12-31,2022-01-05,2022-01-06,2022-04-06,0.1333,-0.0283,0.1616,11877,1,0001047862-22-000008
SLB,SCHLUMBERGER LIMITED/NV,2021-04-06,2022-01-21,2022-01-24,2022-04-25,0.1370,-0.0004,0.1374,44637,1,0001127602-22-001928
NFLX,NETFLIX INC,2022-01-27,2022-01-28,2022-01-31,2022-05-02,-0.5231,-0.0321,-0.4910,20001539,1,0001065280-22-000038
VZ,VERIZON COMMUNICATIONS INC,2022-01-26,2022-01-28,2022-01-31,2022-05-02,-0.1036,-0.0321,-0.0716,998450,1,0001062993-22-001730
NEE,NEXTERA ENERGY INC,2022-01-28,2022-01-31,2022-02-01,2022-05-02,-0.0839,-0.0488,-0.0351,502810,1,0001062993-22-001870
PYPL,"PayPal Holdings, Inc.",2022-02-03,2022-02-07,2022-02-08,2022-05-09,-0.3399,-0.0514,-0.2885,995842,1,0001633917-22-000029
CTVA,"Corteva, Inc.",2022-02-11,2022-02-15,2022-02-16,2022-05-16,0.0863,-0.0703,0.1566,2556838,1,0001209191-22-009822
D,"DOMINION ENERGY, INC",2022-02-16,2022-02-16,2022-02-17,2022-05-17,0.0734,-0.0769,0.1502,249312,1,0001225208-22-002278
ALB,ALBEMARLE CORP,2022-02-18,2022-02-18,2022-02-22,2022-05-23,0.2718,-0.0741,0.3459,999983,1,0000915913-22-000023
APA,APA Corp,2022-02-24,2022-02-24,2022-02-25,2022-05-25,0.3576,-0.0543,0.4118,198261,1,0001357400-22-000054
INTC,INTEL CORP,2022-02-22,2022-02-24,2022-02-25,2022-05-25,-0.1100,-0.0543,-0.0557,247912,1,0001127602-22-006567
SHW,SHERWIN WILLIAMS CO,2022-02-24,2022-02-25,2022-02-28,2022-05-31,0.0325,-0.0246,0.0571,253910,1,0001209191-22-012996
DOC,Physicians Realty Trust,2022-03-01,2022-03-03,2022-03-04,2022-06-06,-0.0903,-0.0323,-0.0579,149998,1,0001574540-22-000081
