ticker,issuer,trade_date,filing_date,entry_day,exit_day,ret_3m,ew_3m,excess_3m,value,n_insiders,accession
CCL,CARNIVAL CORP,2022-05-25,2022-05-27,2022-05-31,2022-08-31,-0.2850,-0.0461,-0.2389,1176000,1,0001127602-22-015821
UAL,"United Airlines Holdings, Inc.",2022-06-02,2022-06-06,2022-06-07,2022-09-07,-0.1719,-0.0526,-0.1193,2235250,1,0000899243-22-021228
MGM,MGM Resorts International,2022-06-13,2022-06-13,2022-06-14,2022-09-14,0.1698,0.0589,0.1109,997740,1,0001127602-22-017311
FISV,FISERV INC,2022-06-10,2022-06-14,2022-06-15,2022-09-15,0.1551,0.0645,0.0906,91931667,1,0001418812-22-000047
GEN,NortonLifeLock Inc.,2022-06-13,2022-06-15,2022-06-16,2022-09-16,-0.0058,0.0442,-0.0499,55559000,1,0000921895-22-002008
ADI,ANALOG DEVICES INC,2022-06-17,2022-06-21,2022-06-22,2022-09-22,0.0119,0.0235,-0.0116,526184,1,0000006281-22-000184
FRT,FEDERAL REALTY INVESTMENT TRUST,2022-06-21,2022-06-22,2022-06-23,2022-09-23,-0.0473,0.0093,-0.0567,1012588,1,0000034903-22-000048
DVA,DAVITA INC.,2022-06-23,2022-06-27,2022-06-28,2022-09-28,0.0287,-0.0628,0.0915,1554000,1,0000927066-22-000126
DRI,DARDEN RESTAURANTS INC,2022-06-28,2022-06-30,2022-07-01,2022-10-03,0.1298,-0.0444,0.1742,1200000,1,0001225208-22-008318
NKE,"NIKE, Inc.",2022-06-30,2022-07-01,2022-07-05,2022-10-05,-0.1265,0.0047,-0.1312,1029600,1,0001127602-22-018518
NEE,NEXTERA ENERGY INC,2022-07-01,2022-07-05,2022-07-06,2022-10-06,0.0292,0.0031,0.0261,1011162,1,0001062993-22-015861
CAG,CONAGRA BRANDS INC.,2022-07-25,2022-07-26,2022-07-27,2022-10-27,0.0456,-0.0105,0.0561,1021800,1,0001209191-22-043205
UAL,"United Airlines Holdings, Inc.",2022-07-25,2022-07-27,2022-07-28,2022-10-28,0.2066,-0.0293,0.2360,1787000,1,0000899243-22-026899
KDP,Keurig Dr Pepper Inc.,2022-08-01,2022-08-02,2022-08-03,2022-11-03,-0.0453,-0.0509,0.0056,505272,1,0001209191-22-043855
SWK,"STANLEY BLACK & DECKER, INC.",2022-08-02,2022-08-04,2022-08-05,2022-11-07,-0.1875,-0.0483,-0.1393,1483195,1,0001127602-22-020501
MTCH,"Match Group, Inc.",2022-08-04,2022-08-05,2022-08-08,2022-11-08,-0.3480,-0.0422,-0.3057,1017280,1,0000891103-22-000080
XOM,EXXON MOBIL CORP,2022-08-04,2022-08-08,2022-08-09,2022-11-09,0.2682,-0.0390,0.3072,88445292,1,0001214659-22-009757
BALL,BALL Corp,2022-08-08,2022-08-09,2022-08-10,2022-11-10,-0.0806,-0.0498,-0.0309,1007825,1,0001062993-22-017598
BKNG,Booking Holdings Inc.,2022-08-08,2022-08-09,2022-08-10,2022-11-10,-0.0266,-0.0498,0.0232,967220,1,0001415889-22-008418
INTC,INTEL CORP,2022-08-24,2022-08-25,2022-08-26,2022-11-28,-0.1561,-0.0020,-0.1541,501128,1,0001127602-22-021601
FCX,FREEPORT-MCMORAN INC,2022-08-29,2022-08-30,2022-08-31,2022-11-30,0.2973,0.0340,0.2633,988280,1,0001209191-22-048018
PVH,PVH CORP. /DE/,2022-09-06,2022-09-07,2022-09-08,2022-12-08,0.3239,0.0214,0.3025,1000067,1,0000078239-22-000116
SWK,,2022-09-08,2022-09-12,2022-09-13,2022-12-13,-0.0486,0.0032,-0.0518,2565000,1,0001127602-22-022300
KDP,Keurig Dr Pepper Inc.,2022-09-12,2022-09-13,2022-09-14,2022-12-14,-0.0014,0.0521,-0.0535,506064,1,0001209191-22-049696
SBUX,STARBUCKS CORP,2022-09-15,2022-09-16,2022-09-19,2022-12-19,0.0892,0.0290,0.0602,5068755,1,0001127602-22-022559
DLR,"DIGITAL REALTY TRUST, INC.",2022-09-15,2022-09-19,2022-09-20,2022-12-20,-0.0948,0.0118,-0.1065,566100,1,0001415889-22-009780
GEN,,2022-09-15,2022-09-20,2022-09-21,2022-12-21,0.0193,0.0296,-0.0103,10001367,1,0001209191-22-050807
ADBE,ADOBE INC.,2022-09-22,2022-09-23,2022-09-26,2022-12-27,0.1817,0.0915,0.0902,936358,1,0000796343-22-000191
ALLE,Allegion plc,2022-10-28,2022-10-31,2022-11-01,2023-02-01,0.0907,0.0953,-0.0046,1305673,1,0001127602-22-024515
KO,COCA COLA CO,2022-10-28,2022-11-01,2022-11-02,2023-02-02,0.0267,0.1054,-0.0787,1997976,1,0001127602-22-024567
ALGN,ALIGN TECHNOLOGY INC,2022-11-02,2022-11-03,2022-11-04,2023-02-06,0.9064,0.1381,0.7683,1998948,1,0001209191-22-055541
CHTR,"CHARTER COMMUNICATIONS, INC. /MO/",2022-11-01,2022-11-03,2022-11-04,2023-02-06,0.1457,0.1381,0.0076,10174605,1,0001091667-22-000117
CZR,"Caesars Entertainment, Inc.",2022-11-04,2022-11-07,2022-11-08,2023-02-08,0.2219,0.1129,0.1090,1118500,1,0001590895-22-000151
BA,BOEING CO,2022-11-04,2022-11-08,2022-11-09,2023-02-09,0.2668,0.0947,0.1721,3972028,1,0001225208-22-011468
CME,CME GROUP INC.,2022-11-04,2022-11-08,2022-11-09,2023-02-09,0.1152,0.0947,0.0204,8269650,1,0001156375-22-000318
INTC,INTEL CORP,2022-11-08,2022-11-09,2022-11-10,2023-02-10,-0.0316,0.1042,-0.1358,1347125,1,0001127602-22-025194
PLD,"Prologis, Inc.",2022-11-28,2022-11-30,2022-12-01,2023-03-01,0.0295,-0.0105,0.0400,1027170,1,0001209191-22-059006
LYV,"Live Nation Entertainment, Inc.",2022-12-01,2022-12-01,2022-12-02,2023-03-02,-0.0214,-0.0141,-0.0073,1006867,1,0001335258-22-000146
PSA,Public Storage,2022-12-12,2022-12-13,2022-12-14,2023-03-14,-0.0336,-0.0474,0.0138,744125,1,0001567619-22-021541
UAL,"United Airlines Holdings, Inc.",2022-12-14,2022-12-16,2022-12-19,2023-03-20,0.1184,-0.0138,0.1322,994750,1,0000100517-22-000096
KMX,CARMAX INC,2022-12-30,2023-01-03,2023-01-04,2023-04-04,0.0471,0.0383,0.0088,501256,1,0001170010-23-000002
EOG,EOG RESOURCES INC,2023-01-12,2023-01-17,2023-01-18,2023-04-18,-0.0702,-0.0083,-0.0619,2609800,1,0001127602-23-001455
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",2023-01-20,2023-01-24,2023-01-25,2023-04-25,-0.2115,-0.0125,-0.1990,1004639,1,0001209191-23-004519
SHW,SHERWIN WILLIAMS CO,2023-01-27,2023-01-30,2023-01-31,2023-05-01,0.0258,-0.0133,0.0391,500327,1,0001209191-23-005378
CHTR,"CHARTER COMMUNICATIONS, INC. /MO/",2023-01-31,2023-02-01,2023-02-02,2023-05-02,-0.1071,-0.0406,-0.0665,960875,1,0001091667-23-000026
PSX,Phillips 66,2023-02-02,2023-02-02,2023-02-03,2023-05-03,-0.0441,-0.0638,0.0197,1001938,1,0001534701-23-000032
CTVA,"Corteva, Inc.",2023-02-06,2023-02-08,2023-02-09,2023-05-09,-0.0981,-0.0445,-0.0536,2425600,1,0001209191-23-007813
ALGN,ALIGN TECHNOLOGY INC,2023-02-08,2023-02-09,2023-02-10,2023-05-10,-0.0447,-0.0397,-0.0050,999912,1,0001209191-23-008205
CNC,CENTENE CORP,2023-02-08,2023-02-09,2023-02-10,2023-05-10,-0.0713,-0.0397,-0.0316,503160,1,0001071739-23-000029
NEE,NEXTERA ENERGY INC,2023-02-09,2023-02-10,2023-02-13,2023-05-15,0.0483,-0.0478,0.0960,512890,1,0001062993-23-002625
PYPL,"PayPal Holdings, Inc.",2023-02-17,2023-02-17,2023-02-21,2023-05-22,-0.1731,-0.0395,-0.1336,1985371,1,0001633917-23-000040
COP,CONOCOPHILLIPS,2023-02-17,2023-02-21,2023-02-22,2023-05-22,-0.0150,-0.0188,0.0038,627000,1,0001209191-23-011018
DVN,DEVON ENERGY CORP/DE,2023-02-17,2023-02-21,2023-02-22,2023-05-22,-0.0676,-0.0188,-0.0488,532800,1,0001127602-23-006049
NWL,NEWELL BRANDS INC.,2023-02-17,2023-02-22,2023-02-23,2023-05-23,-0.3804,-0.0150,-0.3654,999833,1,0000814453-23-000042
KDP,Keurig Dr Pepper Inc.,2023-02-27,2023-03-01,2023-03-02,2023-06-02,-0.0874,-0.0235,-0.0639,711800,1,0001209191-23-014262
WAT,WATERS CORP /DE/,2023-02-28,2023-03-01,2023-03-02,2023-06-02,-0.1581,-0.0235,-0.1346,997924,1,0001127602-23-007713
DPZ,DOMINOS PIZZA INC,2023-03-02,2023-03-03,2023-03-06,2023-06-06,-0.0371,-0.0265,-0.0106,1011838,1,0001209191-23-015805
SWK,"STANLEY BLACK & DECKER, INC.",2022-09-08,2023-03-09,2023-03-10,2023-06-12,0.0414,0.0258,0.0156,2565000,1,0001127602-23-009678
DLTR,"DOLLAR TREE, INC.",2023-03-09,2023-03-10,2023-03-13,2023-06-13,-0.0463,0.0538,-0.1000,1008200,1,0001127602-23-009784
FITB,FIFTH THIRD BANCORP,2023-03-13,2023-03-14,2023-03-15,2023-06-15,0.0460,0.0572,-0.0112,1273950,1,0000035527-23-000139
SCHW,SCHWAB CHARLES CORP,2023-03-14,2023-03-14,2023-03-15,2023-06-15,-0.0462,0.0572,-0.1033,2965500,1,0001062993-23-006879
BXP,BOSTON PROPERTIES INC,2023-03-15,2023-03-15,2023-03-16,2023-06-16,0.0217,0.0856,-0.0639,529200,1,0001246991-23-000140
UAL,"United Airlines Holdings, Inc.",2023-03-15,2023-03-16,2023-03-17,2023-06-20,0.2174,0.0702,0.1472,1064750,1,0000100517-23-000082
CNC,CENTENE CORP,2023-03-17,2023-03-17,2023-03-20,2023-06-20,0.0389,0.0887,-0.0498,1878000,1,0001071739-23-000059
WMT,Walmart Inc.,2023-03-15,2023-03-17,2023-03-20,2023-06-20,0.1084,0.0887,0.0197,1000172,1,0001127602-23-010724
DG,DOLLAR GENERAL CORP,2023-03-24,2023-03-27,2023-03-28,2023-06-28,-0.1820,0.0676,-0.2497,717088,1,0001062993-23-007755
ENPH,"Enphase Energy, Inc.",2023-04-26,2023-04-26,2023-04-27,2023-07-27,0.0518,0.1072,-0.0554,5490352,1,0001463101-23-000086
USB,US BANCORP \DE\,2023-04-28,2023-05-01,2023-05-02,2023-08-02,0.1713,0.0733,0.0980,999888,1,0001225208-23-005213
ZION,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",2023-04-28,2023-05-02,2023-05-03,2023-08-03,0.5265,0.0789,0.4476,1015280,1,0000109380-23-000108
GD,GENERAL DYNAMICS CORP,2023-05-02,2023-05-04,2023-05-05,2023-08-07,0.0812,0.0845,-0.0033,1008009,1,0001209191-23-027292
KEY,KEYCORP /NEW/,2023-05-03,2023-05-04,2023-05-05,2023-08-07,0.2160,0.0845,0.1315,733500,1,0000091576-23-000075
CVS,CVS HEALTH Corp,2023-05-03,2023-05-05,2023-05-08,2023-08-08,0.0477,0.0751,-0.0274,976500,1,0001127602-23-014615
NWL,NEWELL BRANDS INC.,2023-05-03,2023-05-05,2023-05-08,2023-08-08,0.0447,0.0751,-0.0304,999093,1,0000814453-23-000071
ALB,ALBEMARLE CORP,2023-05-05,2023-05-08,2023-05-09,2023-08-09,0.0499,0.0710,-0.0212,993571,1,0000915913-23-000119
CZR,"Caesars Entertainment, Inc.",2023-05-05,2023-05-08,2023-05-09,2023-08-09,0.2544,0.0710,0.1834,1125500,1,0001590895-23-000080
TSN,"TYSON FOODS, INC.",2023-05-11,2023-05-12,2023-05-15,2023-08-15,0.1017,0.0774,0.0243,500422,1,0000100493-23-000076
AXON,"AXON ENTERPRISE, INC.",2023-05-17,2023-05-17,2023-05-18,2023-08-18,-0.0416,0.0422,-0.0838,2000229,1,0001415889-23-008231
GEN,Gen Digital Inc.,2023-05-17,2023-05-19,2023-05-22,2023-08-22,0.2723,0.0387,0.2336,4737000,1,0001209191-23-031290
GM,General Motors Co,2023-05-19,2023-05-22,2023-05-23,2023-08-23,-0.0021,0.0326,-0.0347,1010600,1,0001467858-23-000077
PODD,INSULET CORP,2023-05-23,2023-05-24,2023-05-25,2023-08-25,-0.3576,0.0545,-0.4121,1005675,1,0001127602-23-016714
ALGN,ALIGN TECHNOLOGY INC,2023-05-30,2023-05-31,2023-06-01,2023-09-01,0.3225,0.0826,0.2399,1996820,1,0001209191-23-033132
MTCH,"Match Group, Inc.",2023-05-31,2023-06-01,2023-06-02,2023-09-05,0.2028,0.0782,0.1245,1082759,1,0000891103-23-000050
L,LOEWS CORP,2023-05-31,2023-06-02,2023-06-05,2023-09-05,0.0624,0.0548,0.0076,18781400,1,0000060086-23-000127
MTB,M&T BANK CORP,2023-06-01,2023-06-05,2023-06-06,2023-09-06,-0.0106,0.0459,-0.0565,1206090,1,0001209191-23-034666
AAP,ADVANCE AUTO PARTS INC,2023-06-07,2023-06-09,2023-06-12,2023-09-12,-0.0603,0.0259,-0.0862,500169,1,0001158449-23-000149
DG,DOLLAR GENERAL CORP,2023-06-08,2023-06-12,2023-06-13,2023-09-13,-0.1946,0.0176,-0.2121,1320765,1,0001062993-23-013342
AZO,AUTOZONE INC,2023-06-12,2023-06-14,2023-06-15,2023-09-15,0.0641,0.0178,0.0463,1145566,1,0001225208-23-006812
NEE,NEXTERA ENERGY INC,2023-06-14,2023-06-15,2023-06-16,2023-09-18,-0.0731,-0.0025,-0.0706,1009987,1,0001062993-23-013644
AXON,"AXON ENTERPRISE, INC.",2023-06-23,2023-06-26,2023-06-27,2023-09-27,-0.0015,-0.0252,0.0237,4777440,1,0001415889-23-010296
OKE,ONEOK INC /NEW/,2023-06-29,2023-06-29,2023-06-30,2023-10-02,0.0342,-0.0381,0.0723,1500043,1,0001209191-23-040200
ALLE,Allegion plc,2023-07-27,2023-07-28,2023-07-31,2023-10-31,-0.1337,-0.1225,-0.0112,2040850,1,0001127602-23-021542
NDAQ,"NASDAQ, INC.",2023-07-31,2023-08-02,2023-08-03,2023-11-03,0.0163,-0.0830,0.0993,510000,1,0001209191-23-044193
XOM,EXXON MOBIL CORP,2023-07-31,2023-08-02,2023-08-03,2023-11-03,0.0321,-0.0830,0.1151,48973095,1,0001214659-23-010685
KDP,Keurig Dr Pepper Inc.,2023-05-04,2023-08-04,2023-08-07,2023-11-07,-0.0777,-0.0634,-0.0144,1846342,1,0001209191-23-044644
ZBRA,ZEBRA TECHNOLOGIES CORP,2023-08-03,2023-08-07,2023-08-08,2023-11-08,-0.1641,-0.0728,-0.0913,1010203,1,0000877212-23-000127
AES,AES CORP,2023-08-08,2023-08-08,2023-08-09,2023-11-09,-0.1721,-0.0691,-0.1030,710425,1,0001127602-23-022188
WBD,"Warner Bros. Discovery, Inc.",2023-08-07,2023-08-08,2023-08-09,2023-11-09,-0.3354,-0.0691,-0.2663,535420,1,0001437107-23-000150
VFC,V F CORP,2023-08-09,2023-08-10,2023-08-11,2023-11-13,-0.2580,-0.0632,-0.1948,763600,1,0001127602-23-022286
MKTX,MARKETAXESS HOLDINGS INC,2023-08-14,2023-08-15,2023-08-16,2023-11-16,-0.0266,-0.0194,-0.0072,1018060,1,0001209191-23-045833
NEE,NEXTERA ENERGY INC,2023-08-17,2023-08-17,2023-08-18,2023-11-20,-0.1477,-0.0037,-0.1440,679500,1,0001062993-23-016693
NI,NISOURCE INC.,2023-08-23,2023-08-25,2023-08-28,2023-11-28,-0.0088,0.0027,-0.0116,1057600,1,0001127602-23-023230
PODD,INSULET CORP,2023-08-28,2023-08-29,2023-08-30,2023-11-30,-0.0487,-0.0122,-0.0364,1006826,1,0001127602-23-023341
AVGO,Broadcom Inc.,2023-09-06,2023-09-08,2023-09-11,2023-12-11,0.1076,0.0287,0.0789,9592330,1,0001730168-23-000079
ENPH,"Enphase Energy, Inc.",2023-09-14,2023-09-18,2023-09-19,2023-12-19,0.0591,0.0724,-0.0133,4001919,1,0001463101-23-000151
NKE,"NIKE, Inc.",2023-10-02,2023-10-03,2023-10-04,2024-01-04,0.0756,0.1295,-0.0539,1256611,1,0001127602-23-025361
CCL,CARNIVAL CORP,2023-10-10,2023-10-12,2023-10-13,2024-01-16,0.3449,0.1187,0.2262,4546500,1,0000950142-23-002588
NDAQ,"NASDAQ, INC.",2023-10-23,2023-10-25,2023-10-26,2024-01-26,0.1816,0.1694,0.0122,705880,1,0001209191-23-053542
NTRS,NORTHERN TRUST CORP,2023-10-23,2023-10-25,2023-10-26,2024-01-26,0.2992,0.1694,0.1299,1302000,1,0000073124-23-000192
SHW,SHERWIN WILLIAMS CO,2023-10-25,2023-10-25,2023-10-26,2024-01-26,0.2709,0.1694,0.1016,504890,1,0001209191-23-053537
MTB,M&T BANK CORP,2023-10-25,2023-10-27,2023-10-30,2024-01-30,0.2991,0.1934,0.1057,555240,1,0001209191-23-053790
ALGN,ALIGN TECHNOLOGY INC,2023-10-31,2023-11-01,2023-11-02,2024-02-02,0.4289,0.1690,0.2600,999972,1,0001209191-23-054034
FITB,FIFTH THIRD BANCORP,2023-10-30,2023-11-01,2023-11-02,2024-02-02,0.4001,0.1690,0.2311,1503495,1,0000035527-23-000249
L,LOEWS CORP,2023-10-31,2023-11-01,2023-11-02,2024-02-02,0.1124,0.1690,-0.0565,1011712,1,0000060086-23-000179
BAC,BANK OF AMERICA CORP /DE/,2023-11-01,2023-11-03,2023-11-06,2024-02-06,0.1619,0.1138,0.0481,656250,1,0001127602-23-026741
AES,AES CORP,2023-11-07,2023-11-08,2023-11-09,2024-02-09,0.0035,0.1368,-0.1334,819000,1,0001127602-23-026979
APD,"Air Products & Chemicals, Inc.",2023-11-08,2023-11-08,2023-11-09,2024-02-09,-0.1586,0.1368,-0.2954,2523400,1,0001225208-23-010102
KDP,Keurig Dr Pepper Inc.,2023-11-06,2023-11-08,2023-11-09,2024-02-09,0.0128,0.1368,-0.1241,3117400,1,0001418135-23-000026
XOM,EXXON MOBIL CORP,2023-11-06,2023-11-08,2023-11-09,2024-02-09,0.0133,0.1368,-0.1235,21192000,1,0001214659-23-014710
APH,AMPHENOL CORP /DE/,2023-11-08,2023-11-09,2023-11-10,2024-02-12,0.2318,0.1491,0.0827,1004066,1,0001127602-23-027079
CNP,CENTERPOINT ENERGY INC,2023-11-13,2023-11-13,2023-11-14,2024-02-14,0.0132,0.1253,-0.1121,1003440,1,0001130310-23-000152
CZR,"Caesars Entertainment, Inc.",2023-11-10,2023-11-13,2023-11-14,2024-02-14,-0.0253,0.1253,-0.1506,628500,1,0001590895-23-000125
EMR,EMERSON ELECTRIC CO,2023-11-09,2023-11-13,2023-11-14,2024-02-14,0.2121,0.1253,0.0868,684000,1,0000950170-23-062713
SEDG,"SOLAREDGE TECHNOLOGIES, INC.",2023-11-09,2023-11-13,2023-11-14,2024-02-14,0.0299,0.1253,-0.0954,1085632,1,0001178913-23-003641
INTC,INTEL CORP,2023-11-09,2023-11-14,2023-11-15,2024-02-15,0.1339,0.1034,0.0305,2497520,1,0001127602-23-027359
CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",2023-11-14,2023-11-15,2023-11-16,2024-02-16,0.2989,0.1109,0.1879,1000641,1,0001127602-23-027415
T,AT&T INC.,2023-11-13,2023-11-15,2023-11-16,2024-02-16,0.0848,0.1109,-0.0261,971875,1,0001127602-23-027434
F,FORD MOTOR CO,2023-12-08,2023-12-11,2023-12-12,2024-03-12,0.1242,0.0945,0.0297,2011100,1,0000037996-23-000111
NEE,NEXTERA ENERGY INC,2023-12-08,2023-12-11,2023-12-12,2024-03-12,-0.0245,0.0945,-0.1191,506515,1,0001062993-23-022321
UNP,UNION PACIFIC CORP,2023-11-21,2023-12-11,2023-12-12,2024-03-12,0.0756,0.0945,-0.0190,999000,1,0000100885-23-000239
CMG,CHIPOTLE MEXICAN GRILL INC,2023-12-15,2023-12-15,2023-12-18,2024-03-18,0.2140,0.0538,0.1603,2003778,1,0001127602-23-029699
WBD,"Warner Bros. Discovery, Inc.",2023-12-14,2023-12-15,2023-12-18,2024-03-18,-0.3019,0.0538,-0.3557,124900000,1,0000950142-23-002996
DLTR,"DOLLAR TREE, INC.",2023-12-20,2023-12-21,2023-12-22,2024-03-22,-0.0596,0.0760,-0.1356,99281877,1,0000899243-23-020673
CHTR,"CHARTER COMMUNICATIONS, INC. /MO/",2024-02-06,2024-02-07,2024-02-08,2024-05-08,-0.0704,0.0419,-0.1123,1491214,1,0001091667-24-000035
NEE,NEXTERA ENERGY INC,2024-02-07,2024-02-07,2024-02-08,2024-05-08,0.2825,0.0419,0.2406,1116700,1,0001062993-24-002280
AON,Aon plc,2024-02-07,2024-02-09,2024-02-12,2024-05-13,-0.0700,0.0482,-0.1181,7549250,1,0000950170-24-013445
ROK,"ROCKWELL AUTOMATION, INC",2024-02-12,2024-02-12,2024-02-13,2024-05-13,-0.0005,0.0414,-0.0419,992775,1,0001024478-24-000020
VFC,V F CORP,2024-02-09,2024-02-12,2024-02-13,2024-05-13,-0.2318,0.0414,-0.2732,1005237,1,0001127602-24-004322
ALLE,Allegion plc,2024-02-22,2024-02-26,2024-02-27,2024-05-28,-0.0671,0.0327,-0.0998,1324100,1,0001127602-24-006966
ILMN,"ILLUMINA, INC.",2024-02-22,2024-02-26,2024-02-27,2024-05-28,-0.2200,0.0327,-0.2527,991672,1,0001127602-24-006771
D,"DOMINION ENERGY, INC",2024-03-04,2024-03-04,2024-03-05,2024-06-05,0.1419,0.0046,0.1374,997854,1,0001225208-24-003427
DVN,DEVON ENERGY CORP/DE,2024-03-04,2024-03-04,2024-03-05,2024-06-05,0.0583,0.0046,0.0537,666300,1,0001127602-24-008256
KDP,Keurig Dr Pepper Inc.,2024-03-05,2024-03-05,2024-03-06,2024-06-06,0.1958,0.0157,0.1801,4999991,1,0001418135-24-000008
JBHT,HUNT J B TRANSPORT SERVICES INC,2024-03-04,2024-03-06,2024-03-07,2024-06-07,-0.2184,0.0071,-0.2255,1014950,1,0001562180-24-002366
CZR,"Caesars Entertainment, Inc.",2024-03-06,2024-03-07,2024-03-08,2024-06-10,-0.1546,-0.0037,-0.1510,621750,1,0001590895-24-000077
LHX,"L3HARRIS TECHNOLOGIES, INC. /DE/",2024-03-14,2024-03-18,2024-03-19,2024-06-20,0.0560,0.0061,0.0499,535925,1,0000202058-24-000055
LULU,lululemon athletica inc.,2024-03-26,2024-03-28,2024-04-01,2024-07-01,-0.2359,-0.0262,-0.2096,1439501,1,0001062993-24-007387
RF,REGIONS FINANCIAL CORP,2024-04-23,2024-04-24,2024-04-25,2024-07-25,0.1153,0.0334,0.0819,968500,1,0001225208-24-005202
MSCI,MSCI Inc.,2024-04-25,2024-04-26,2024-04-29,2024-07-29,0.1288,0.0503,0.0785,6056955,1,0001408198-24-000081
JBHT,HUNT J B TRANSPORT SERVICES INC,2024-04-26,2024-04-29,2024-04-30,2024-07-30,0.0569,0.0442,0.0127,998572,1,0001562180-24-003584
CVS,CVS HEALTH Corp,2024-05-02,2024-05-02,2024-05-03,2024-08-05,0.0622,0.0360,0.0262,500273,1,0001127602-24-013995
SWKS,"SKYWORKS SOLUTIONS, INC.",2024-05-02,2024-05-02,2024-05-03,2024-08-05,0.0978,0.0360,0.0618,1002780,1,0000004127-24-000021
AON,Aon plc,2024-05-03,2024-05-07,2024-05-08,2024-08-08,0.1225,-0.0042,0.1267,1383058,1,0000950170-24-054638
CZR,"Caesars Entertainment, Inc.",2024-05-03,2024-05-07,2024-05-08,2024-08-08,-0.0213,-0.0042,-0.0171,1455700,1,0001590895-24-000096
DIS,Walt Disney Co,2024-05-08,2024-05-09,2024-05-10,2024-08-12,-0.1933,0.0098,-0.2031,2120600,1,0001744489-24-000157
AKAM,AKAMAI TECHNOLOGIES INC,2024-05-14,2024-05-14,2024-05-15,2024-08-15,0.0592,0.0133,0.0458,2038960,1,0001086222-24-000168
PSA,Public Storage,2024-05-14,2024-05-15,2024-05-16,2024-08-16,0.1046,0.0192,0.0853,599485,1,0001393311-24-000137
WBD,"Warner Bros. Discovery, Inc.",2024-05-13,2024-05-15,2024-05-16,2024-08-16,-0.1165,0.0192,-0.1357,830000,1,0001437107-24-000115
NSC,NORFOLK SOUTHERN CORP,2024-05-29,2024-05-31,2024-06-03,2024-09-03,0.1325,0.0675,0.0651,1248650,1,0001225208-24-006483
CRM,"Salesforce, Inc.",2024-06-03,2024-06-05,2024-06-06,2024-09-06,0.0344,0.0467,-0.0123,99796760,1,0001418812-24-000014
XOM,EXXON MOBIL CORP,2024-06-17,2024-06-20,2024-06-21,2024-09-23,0.0389,0.0803,-0.0413,2000368,1,0001127602-24-018937
SCHW,SCHWAB CHARLES CORP,2024-07-17,2024-07-19,2024-07-22,2024-10-22,0.1297,0.0787,0.0510,1656500,1,0001296479-24-000004
TFC,TRUIST FINANCIAL CORP,2024-07-23,2024-07-25,2024-07-26,2024-10-28,-0.0168,0.0725,-0.0893,2518908,1,0001664272-24-000313
UPS,UNITED PARCEL SERVICE INC,2024-07-25,2024-07-25,2024-07-26,2024-10-28,0.0795,0.0725,0.0070,643050,1,0001225208-24-007564
GM,General Motors Co,2024-07-26,2024-07-29,2024-07-30,2024-10-30,0.1694,0.0573,0.1121,1102750,1,0001467858-24-000104
LW,"Lamb Weston Holdings, Inc.",2024-07-26,2024-07-29,2024-07-30,2024-10-30,0.3640,0.0573,0.3067,554300,1,0001415889-24-020263
ALLE,Allegion plc,2024-07-26,2024-07-30,2024-07-31,2024-10-31,-0.0182,0.0515,-0.0697,674938,1,0001127602-24-021168
MGM,MGM Resorts International,2024-08-05,2024-08-06,2024-08-07,2024-11-07,0.0245,0.1168,-0.0924,4985500,1,0001127602-24-021726
RCL,ROYAL CARIBBEAN CRUISES LTD,2024-08-02,2024-08-06,2024-08-07,2024-11-07,0.4693,0.1168,0.3525,749000,1,0000884887-24-000135
DIS,Walt Disney Co,2024-08-08,2024-08-09,2024-08-12,2024-11-12,0.1711,0.1132,0.0579,999965,1,0001744489-24-000234
ALGN,ALIGN TECHNOLOGY INC,2024-08-15,2024-08-19,2024-08-20,2024-11-20,-0.0695,0.0538,-0.1233,1529645,1,0001415889-24-021632
WY,WEYERHAEUSER CO,2024-08-26,2024-08-27,2024-08-28,2024-11-29,0.0666,0.0752,-0.0085,988470,1,0000950170-24-101126
ETN,Eaton Corp plc,2024-09-03,2024-09-05,2024-09-06,2024-12-06,0.2916,0.0793,0.2123,662162,1,0001104659-24-097453
LULU,lululemon athletica inc.,2024-09-03,2024-09-05,2024-09-06,2024-12-06,0.4382,0.0793,0.3589,1040000,1,0001062993-24-016224
HLT,Hilton Worldwide Holdings Inc.,2024-09-10,2024-09-11,2024-09-12,2024-12-12,0.2048,0.0682,0.1366,1001369,1,0001585689-24-000167
APTV,Aptiv PLC,2024-09-10,2024-09-12,2024-09-13,2024-12-13,-0.1499,0.0580,-0.2080,1948563,1,0000950170-24-105904
LUV,SOUTHWEST AIRLINES CO,2024-09-30,2024-10-02,2024-10-03,2025-01-03,0.1169,-0.0201,0.1370,1001348,1,0000092380-24-000124
CSGP,"COSTAR GROUP, INC.",2024-10-25,2024-10-28,2024-10-29,2025-01-29,0.0141,0.0135,0.0006,1099966,1,0001057352-24-000127
EG,"EVEREST GROUP, LTD.",2024-11-04,2024-11-06,2024-11-07,2025-02-07,-0.0858,-0.0050,-0.0808,1000597,1,0001139501-24-000005
FANG,"Diamondback Energy, Inc.",2024-11-08,2024-11-12,2024-11-13,2025-02-13,-0.1368,-0.0153,-0.1216,509760,1,0001539838-24-000202
